,internal ID,Label,Summary,links,Start Date,End Date,color,tags,calid
61,20250201_rtlski464arna3g8p5d5qiaihk,First Day of Black History Month,"Observance
To hide observances, go to Google Calendar Settings > Holidays in United States",https://www.google.com/calendar/event?eid=MjAyNTAyMDFfcnRsc2tpNDY0YXJuYTNnOHA1ZDVxaWFpaGsgZW4udXNhI2hvbGlkYXlAdg,2025-01-31 19:00:00,2025-02-01 19:00:00,#c2c2c2,Holidays in United States,en.usa#holiday@group.v.calendar.google.com
62,20250301_jeap7k61nm8otn3b2nl0arjll0,First Day of Women's History Month,"Observance
To hide observances, go to Google Calendar Settings > Holidays in United States",https://www.google.com/calendar/event?eid=MjAyNTAzMDFfamVhcDdrNjFubThvdG4zYjJubDBhcmpsbDAgZW4udXNhI2hvbGlkYXlAdg,2025-02-28 19:00:00,2025-03-01 19:00:00,#c2c2c2,Holidays in United States,en.usa#holiday@group.v.calendar.google.com
63,20250501_nnah46q7pp6l5aoe3drs6gcna0,First Day of Asian Pacific American Heritage Month,"Observance
To hide observances, go to Google Calendar Settings > Holidays in United States",https://www.google.com/calendar/event?eid=MjAyNTA1MDFfbm5haDQ2cTdwcDZsNWFvZTNkcnM2Z2NuYTAgZW4udXNhI2hvbGlkYXlAdg,2025-04-30 20:00:00,2025-05-01 20:00:00,#c2c2c2,Holidays in United States,en.usa#holiday@group.v.calendar.google.com
64,20250915_fedvpgs54gmr9likegkn4emqc8,First Day of Hispanic Heritage Month,"Observance
To hide observances, go to Google Calendar Settings > Holidays in United States",https://www.google.com/calendar/event?eid=MjAyNTA5MTVfZmVkdnBnczU0Z21yOWxpa2Vna240ZW1xYzggZW4udXNhI2hvbGlkYXlAdg,2025-09-14 20:00:00,2025-09-15 20:00:00,#c2c2c2,Holidays in United States,en.usa#holiday@group.v.calendar.google.com
65,20241014_5cvlej4c8ch3k6jqmjtvt1vil8,Indigenous Peoples' Day,"Observance
To hide observances, go to Google Calendar Settings > Holidays in United States",https://www.google.com/calendar/event?eid=MjAyNDEwMTRfNWN2bGVqNGM4Y2gzazZqcW1qdHZ0MXZpbDggZW4udXNhI2hvbGlkYXlAdg,2024-10-13 20:00:00,2024-10-14 20:00:00,#c2c2c2,Holidays in United States,en.usa#holiday@group.v.calendar.google.com
66,20241129_9acdchnl4cee6qsj42n6k5poeg,Native American Heritage Day,"Observance
To hide observances, go to Google Calendar Settings > Holidays in United States",https://www.google.com/calendar/event?eid=MjAyNDExMjlfOWFjZGNobmw0Y2VlNnFzajQybjZrNXBvZWcgZW4udXNhI2hvbGlkYXlAdg,2024-11-28 19:00:00,2024-11-29 19:00:00,#c2c2c2,Holidays in United States,en.usa#holiday@group.v.calendar.google.com
67,20250601_946nh1018e9v6hf9v70p8rk0lc,First Day of LGBTQ+ Pride Month,"Observance
To hide observances, go to Google Calendar Settings > Holidays in United States",https://www.google.com/calendar/event?eid=MjAyNTA2MDFfOTQ2bmgxMDE4ZTl2NmhmOXY3MHA4cmswbGMgZW4udXNhI2hvbGlkYXlAdg,2025-05-31 20:00:00,2025-06-01 20:00:00,#c2c2c2,Holidays in United States,en.usa#holiday@group.v.calendar.google.com
68,_6gqj6dhg8orkcb9l6l0k2b9k6oqkcb9o64rj8ba48oo3eda389136cho84,Seattle Game,,https://www.google.com/calendar/event?eid=XzZncWo2ZGhnOG9ya2NiOWw2bDBrMmI5azZvcWtjYjlvNjRyajhiYTQ4b28zZWRhMzg5MTM2Y2hvODQgamxoOWY4ZjRtN283MmF0OWNyNmdkdGVzODBAZw,2024-12-14 16:00:00,2024-12-14 17:00:00,#92e1c0,Axis Ludi Calendar,jlh9f8f4m7o72at9cr6gdtes80@group.calendar.google.com
69,_6kr3gc1h8osj4b9j6cs3gb9k6co34b9p6t334ba36sqk2chi6h13ighg8c,Seattle Game,,https://www.google.com/calendar/event?eid=XzZrcjNnYzFoOG9zajRiOWo2Y3MzZ2I5azZjbzM0YjlwNnQzMzRiYTM2c3FrMmNoaTZoMTNpZ2hnOGMgamxoOWY4ZjRtN283MmF0OWNyNmdkdGVzODBAZw,2024-10-06 17:00:00,2024-10-06 21:00:00,#92e1c0,Axis Ludi Calendar,jlh9f8f4m7o72at9cr6gdtes80@group.calendar.google.com
70,a291rc203tdirlhf0ff5q3809g,Mom's Birthday,,https://www.google.com/calendar/event?eid=YTI5MXJjMjAzdGRpcmxoZjBmZjVxMzgwOWdfMjAxMjA2MTAga2VpdGh3ZGF2aXNAbQ,2012-06-09 20:00:00,2012-06-10 20:00:00,#9a9cff,Keith Davis,keithwdavis@gmail.com
71,h4ara9495i358s47glo2064bf4,Nipsco Due,,https://www.google.com/calendar/event?eid=aDRhcmE5NDk1aTM1OHM0N2dsbzIwNjRiZjRfMjAxMjA0MDgga2VpdGh3ZGF2aXNAbQ,2012-04-07 20:00:00,2012-04-08 20:00:00,#9a9cff,Keith Davis,keithwdavis@gmail.com
72,_6cq32h2364q3eba668s34b9k6d33eba18go4aba28d2k4ga588p3ec9h84,recycling pickup,,https://www.google.com/calendar/event?eid=XzZjcTMyaDIzNjRxM2ViYTY2OHMzNGI5azZkMzNlYmExOGdvNGFiYTI4ZDJrNGdhNTg4cDNlYzloODRfMjAyMzA4MjEga2VpdGh3ZGF2aXNAbQ,2023-08-20 20:00:00,2023-08-21 20:00:00,#9a9cff,Keith Davis,keithwdavis@gmail.com
73,_6h142dhm85342b9o6oojcb9k70ok4ba1890j8ba56cskcc1m6ss3ihhj64,Dermatology,,https://www.google.com/calendar/event?eid=XzZoMTQyZGhtODUzNDJiOW82b29qY2I5azcwb2s0YmExODkwajhiYTU2Y3NrY2MxbTZzczNpaGhqNjQga2VpdGh3ZGF2aXNAbQ,2024-10-29 16:00:00,2024-10-29 17:00:00,#9a9cff,Keith Davis,keithwdavis@gmail.com
74,_64sjed256l232b9g8kq38b9k88qj6ba28cr30b9p6crk8gph6p0jee9g6o,dentist,,https://www.google.com/calendar/event?eid=XzY0c2plZDI1NmwyMzJiOWc4a3EzOGI5azg4cWo2YmEyOGNyMzBiOXA2Y3JrOGdwaDZwMGplZTlnNm8ga2VpdGh3ZGF2aXNAbQ,2024-11-12 10:00:00,2024-11-12 11:00:00,#9a9cff,Keith Davis,keithwdavis@gmail.com
75,_8kpk2d25892k2b9n8h142b9k8cpj0b9o6or46b9i6d230d9h64okad9o70,therapy,,https://www.google.com/calendar/event?eid=XzhrcGsyZDI1ODkyazJiOW44aDE0MmI5azhjcGowYjlvNm9yNDZiOWk2ZDIzMGQ5aDY0b2thZDlvNzAga2VpdGh3ZGF2aXNAbQ,2024-10-02 15:00:00,2024-10-02 16:00:00,#9a9cff,Keith Davis,keithwdavis@gmail.com
76,_610k4ha571238b9h65130b9k84s38b9o70q3iba468sj8e1i6d23eh256s,doctor (phone),,https://www.google.com/calendar/event?eid=XzYxMGs0aGE1NzEyMzhiOWg2NTEzMGI5azg0czM4YjlvNzBxM2liYTQ2OHNqOGUxaTZkMjNlaDI1NnMga2VpdGh3ZGF2aXNAbQ,2024-11-20 13:30:00,2024-11-20 14:30:00,#9a9cff,Keith Davis,keithwdavis@gmail.com
77,_6cok2hhm8l0jgb9m60r3cb9k6osjgba26sp3ib9k6t33ccpk711k4dhg6s,Pt,,https://www.google.com/calendar/event?eid=XzZjb2syaGhtOGwwamdiOW02MHIzY2I5azZvc2pnYmEyNnNwM2liOWs2dDMzY2NwazcxMWs0ZGhnNnMga2VpdGh3ZGF2aXNAbQ,2024-10-09 13:00:00,2024-10-09 14:00:00,#9a9cff,Keith Davis,keithwdavis@gmail.com
78,_70oj4dpk65348ba26d132b9k61236ba26sojcb9g6p13gcpi68sj6ea48g,Pt,,https://www.google.com/calendar/event?eid=Xzcwb2o0ZHBrNjUzNDhiYTI2ZDEzMmI5azYxMjM2YmEyNnNvamNiOWc2cDEzZ2NwaTY4c2o2ZWE0OGcga2VpdGh3ZGF2aXNAbQ,2024-10-16 10:45:00,2024-10-16 11:45:00,#9a9cff,Keith Davis,keithwdavis@gmail.com
79,on4ed546h830vtjmq0g7eih3e0,"Stay at Staybridge Suites Peoria-Downtown, an IHG Hotel","To see detailed information for automatically created events like this one, use the official Google Calendar app. https://g.co/calendar",https://www.google.com/calendar/event?eid=b240ZWQ1NDZoODMwdnRqbXEwZzdlaWgzZTAga2VpdGh3ZGF2aXNAbQ,2024-10-20 20:00:00,2024-10-27 20:00:00,#9a9cff,Keith Davis,keithwdavis@gmail.com
80,_70q3egpo6kok2ba364sk8b9k74o3ab9p8cq3eb9g61134g9o8d0k8c9p68,Robby meeting.,,https://www.google.com/calendar/event?eid=XzcwcTNlZ3BvNmtvazJiYTM2NHNrOGI5azc0bzNhYjlwOGNxM2ViOWc2MTEzNGc5bzhkMGs4YzlwNjgga2VpdGh3ZGF2aXNAbQ,2024-10-30 13:30:00,2024-10-30 14:30:00,#9a9cff,Keith Davis,keithwdavis@gmail.com
81,3l3rspcd9q620ntllstssnlggu,Fall Break,,https://www.google.com/calendar/event?eid=M2wzcnNwY2Q5cTYyMG50bGxzdHNzbmxnZ3UgbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2024-10-18 20:00:00,2024-10-19 20:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
82,4qqfnj48l11d4mdct3p7mtjk5h,Fall Break,,https://www.google.com/calendar/event?eid=NHFxZm5qNDhsMTFkNG1kY3QzcDdtdGprNWggbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2024-10-19 20:00:00,2024-10-20 20:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
83,72cr9n53vnr1snfu0g5c7s140s,Fall Break,,https://www.google.com/calendar/event?eid=NzJjcjluNTN2bnIxc25mdTBnNWM3czE0MHMgbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2024-10-20 20:00:00,2024-10-21 20:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
84,1cl4kgtvfgku811su91lc6m5db,Fall Break,,https://www.google.com/calendar/event?eid=MWNsNGtndHZmZ2t1ODExc3U5MWxjNm01ZGIgbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2024-10-21 20:00:00,2024-10-22 20:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
85,349jd9gpk1mo75qqjecfk2pu80,Fall Break,,https://www.google.com/calendar/event?eid=MzQ5amQ5Z3BrMW1vNzVxcWplY2ZrMnB1ODAgbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2024-10-22 20:00:00,2024-10-23 20:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
86,0ml2lc0s4uu48e7kiio8gdcocg,Fall Break,,https://www.google.com/calendar/event?eid=MG1sMmxjMHM0dXU0OGU3a2lpbzhnZGNvY2cgbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2024-10-23 20:00:00,2024-10-24 20:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
87,28kpnnha65ae0lctmt8vgimhmf,Fall Break,,https://www.google.com/calendar/event?eid=MjhrcG5uaGE2NWFlMGxjdG10OHZnaW1obWYgbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2024-10-24 20:00:00,2024-10-25 20:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
88,2li71vrgn4q2052cu3rqe0siuf,Fall Break,,https://www.google.com/calendar/event?eid=MmxpNzF2cmduNHEyMDUyY3UzcnFlMHNpdWYgbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2024-10-25 20:00:00,2024-10-26 20:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
89,4uvb4hkm92c72u58gedm331ek4,Fall Break,,https://www.google.com/calendar/event?eid=NHV2YjRoa205MmM3MnU1OGdlZG0zMzFlazQgbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2024-10-26 20:00:00,2024-10-27 20:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
90,14r5s3dgj9i4o8fb6lgrv8jpb1,GRADES DUE by 3:45pm,,https://www.google.com/calendar/event?eid=MTRyNXMzZGdqOWk0bzhmYjZsZ3J2OGpwYjEgbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2024-10-20 20:00:00,2024-10-21 20:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
91,07hjqqki2kt6uu174co4tdirl0,Last day to drop a class,,https://www.google.com/calendar/event?eid=MDdoanFxa2kya3Q2dXUxNzRjbzR0ZGlybDAgbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2024-10-31 20:00:00,2024-11-01 20:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
92,714picsof74h5mdit6ch54a11b,Spring registration begins,,https://www.google.com/calendar/event?eid=NzE0cGljc29mNzRoNW1kaXQ2Y2g1NGExMWIgbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2024-11-17 19:00:00,2024-11-18 19:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
93,4l7le255rc4075boqj4sf243s0,Thanksgiving Holiday for students,,https://www.google.com/calendar/event?eid=NGw3bGUyNTVyYzQwNzVib3FqNHNmMjQzczAgbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2024-11-26 19:00:00,2024-11-27 19:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
94,1e95crir2d0tnns6843ni04nft,Thanksgiving,,https://www.google.com/calendar/event?eid=MWU5NWNyaXIyZDB0bm5zNjg0M25pMDRuZnQgbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2024-11-27 19:00:00,2024-11-28 19:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
95,6kl72ngcunnsucv02ndsogbdbj,"Thanksgiving holiday for students, faculty, staff",,https://www.google.com/calendar/event?eid=NmtsNzJuZ2N1bm5zdWN2MDJuZHNvZ2JkYmogbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2024-11-28 19:00:00,2024-11-29 19:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
96,4humquqsdjrhk6afld0u885roh,Course Instructor Feedback (CIF) begins,,https://www.google.com/calendar/event?eid=NGh1bXF1cXNkanJoazZhZmxkMHU4ODVyb2ggbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2024-12-02 19:00:00,2024-12-03 19:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
97,6ikt514t91oqm6cs49gc0uu2ki,LAST CLASS DAY,,https://www.google.com/calendar/event?eid=NmlrdDUxNHQ5MW9xbTZjczQ5Z2MwdXUya2kgbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2024-12-11 19:00:00,2024-12-12 19:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
98,4e8eihomiclmbm03k76k3rudcp,Reading Day - no exams,,https://www.google.com/calendar/event?eid=NGU4ZWlob21pY2xtYm0wM2s3NmszcnVkY3AgbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2024-12-12 19:00:00,2024-12-13 19:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
99,6k1mu3552c0408luofubebn1og,Reading Day - no exams,,https://www.google.com/calendar/event?eid=NmsxbXUzNTUyYzA0MDhsdW9mdWJlYm4xb2cgbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2024-12-14 19:00:00,2024-12-15 19:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
100,6mpbeo8vjacd61qg2v3ki1dtcp,FINAL EXAMS - no review sessions,,https://www.google.com/calendar/event?eid=Nm1wYmVvOHZqYWNkNjFxZzJ2M2tpMWR0Y3AgbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2024-12-16 19:00:00,2024-12-17 19:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
101,18mfic4kd7f16g6d6qk2jhu4ae,FINAL EXAMS - no review sessions,,https://www.google.com/calendar/event?eid=MThtZmljNGtkN2YxNmc2ZDZxazJqaHU0YWUgbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2024-12-17 19:00:00,2024-12-18 19:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
102,619pmq1t22kbj4ifcdbg5r6pso,FINAL EXAMS - no review sessions,,https://www.google.com/calendar/event?eid=NjE5cG1xMXQyMmtiajRpZmNkYmc1cjZwc28gbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2024-12-18 19:00:00,2024-12-19 19:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
103,57btge12i3757deer944kpp2a9,GRADES DUE by 3:45pm,,https://www.google.com/calendar/event?eid=NTdidGdlMTJpMzc1N2RlZXI5NDRrcHAyYTkgbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2024-12-22 19:00:00,2024-12-23 19:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
104,7sae33nr9a8no9fve4l2scmbs4,Undergraduate Halls close by Noon,,https://www.google.com/calendar/event?eid=N3NhZTMzbnI5YThubzlmdmU0bDJzY21iczQgbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2024-12-21 19:00:00,2024-12-22 19:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
105,39fsbb1hrrvlivkaisrn9rjojd,January 2025 graduate date (no ceremony),,https://www.google.com/calendar/event?eid=Mzlmc2JiMWhycnZsaXZrYWlzcm45cmpvamQgbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2025-01-04 19:00:00,2025-01-05 19:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
106,0ra9tm4r2ofh585m871etrss9f,Undergraduate Halls open at 9am,,https://www.google.com/calendar/event?eid=MHJhOXRtNHIyb2ZoNTg1bTg3MWV0cnNzOWYgbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2025-01-11 19:00:00,2025-01-12 19:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
107,504pndbcvl905nq2ce5kgu9ds7,CLASSES BEGIN,,https://www.google.com/calendar/event?eid=NTA0cG5kYmN2bDkwNW5xMmNlNWtndTlkczcgbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2025-01-12 19:00:00,2025-01-13 19:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
108,3ci41a2d8bp10cf6a2cepne5f6,MLK Day - no classes,,https://www.google.com/calendar/event?eid=M2NpNDFhMmQ4YnAxMGNmNmEyY2VwbmU1ZjYgbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2025-01-19 19:00:00,2025-01-20 19:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
109,5aj0lnboer9eogm6st9t75vk9k,Last date for all class changes,,https://www.google.com/calendar/event?eid=NWFqMGxuYm9lcjllb2dtNnN0OXQ3NXZrOWsgbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2025-01-20 19:00:00,2025-01-21 19:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
110,100ra0kmp4kr1mssp1knjc7jto,Junior Parent Weekend,,https://www.google.com/calendar/event?eid=MTAwcmEwa21wNGtyMW1zc3Axa25qYzdqdG8gbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2025-02-13 19:00:00,2025-02-14 19:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
111,1565v5vf2ee0qc8ndq2vogoht4,Junior Parent Weekend,,https://www.google.com/calendar/event?eid=MTU2NXY1dmYyZWUwcWM4bmRxMnZvZ29odDQgbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2025-02-14 19:00:00,2025-02-15 19:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
112,0iqi0aspi7179tee2lfhqoqhf3,Junior Parent Weekend,,https://www.google.com/calendar/event?eid=MGlxaTBhc3BpNzE3OXRlZTJsZmhxb3FoZjMgbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2025-02-15 19:00:00,2025-02-16 19:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
113,26s0u4esju6gnk9j0omll3nkg9,SPRING BREAK,,https://www.google.com/calendar/event?eid=MjZzMHU0ZXNqdTZnbms5ajBvbWxsM25rZzkgbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2025-03-07 19:00:00,2025-03-08 19:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
114,6d7cg8749kq1ssnqg0b86phe30,SPRING BREAK,,https://www.google.com/calendar/event?eid=NmQ3Y2c4NzQ5a3Exc3NucWcwYjg2cGhlMzAgbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2025-03-08 19:00:00,2025-03-09 20:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
115,723n5epejd1ukelgem7hc801qu,SPRING BREAK,,https://www.google.com/calendar/event?eid=NzIzbjVlcGVqZDF1a2VsZ2VtN2hjODAxcXUgbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2025-03-09 20:00:00,2025-03-10 20:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
116,4du97mm79grcqqjoaadecqruo1,SPRING BREAK,,https://www.google.com/calendar/event?eid=NGR1OTdtbTc5Z3JjcXFqb2FhZGVjcXJ1bzEgbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2025-03-10 20:00:00,2025-03-11 20:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
117,3sunh4rimjvrse65eah9g5apip,SPRING BREAK,,https://www.google.com/calendar/event?eid=M3N1bmg0cmltanZyc2U2NWVhaDlnNWFwaXAgbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2025-03-11 20:00:00,2025-03-12 20:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
118,6k20tv00r9kmk580juhroccoa7,SPRING BREAK,,https://www.google.com/calendar/event?eid=NmsyMHR2MDByOWttazU4MGp1aHJvY2NvYTcgbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2025-03-12 20:00:00,2025-03-13 20:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
119,5cpc91v1meljjoedc731eit7l8,SPRING BREAK,,https://www.google.com/calendar/event?eid=NWNwYzkxdjFtZWxqam9lZGM3MzFlaXQ3bDggbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2025-03-13 20:00:00,2025-03-14 20:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
120,3rdvk9nlrpu20lo7r0kjmplgpe,SPRING BREAK,,https://www.google.com/calendar/event?eid=M3Jkdms5bmxycHUyMGxvN3Iwa2ptcGxncGUgbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2025-03-14 20:00:00,2025-03-15 20:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
121,0um9cqhcbsoaoihd49oh1q8psc,SPRING BREAK,,https://www.google.com/calendar/event?eid=MHVtOWNxaGNic29hb2loZDQ5b2gxcThwc2MgbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2025-03-15 20:00:00,2025-03-16 20:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
122,1enjq51lrdbhc05r6sqkrsta12,Mid-term Grades are due by 3:45pm,,https://www.google.com/calendar/event?eid=MWVuanE1MWxyZGJoYzA1cjZzcWtyc3RhMTIgbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2025-03-09 20:00:00,2025-03-10 20:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
123,28qqhrpd3fse859vbvr0l066hr,Summer Registration begins,,https://www.google.com/calendar/event?eid=MjhxcWhycGQzZnNlODU5dmJ2cjBsMDY2aHIgbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2025-03-18 20:00:00,2025-03-19 20:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
124,4uvenmgi7csgu4j4mon8ateh3h,Last day to drop a class,,https://www.google.com/calendar/event?eid=NHV2ZW5tZ2k3Y3NndTRqNG1vbjhhdGVoM2ggbmQuZWR1X3RvNTNjcTFucm1tZjBrZWtjdGY5b2VmNXFjQGc,2025-03-20 20:00:00,2025-03-21 20:00:00,#ac725e,Academic Calendar,nd.edu_to53cq1nrmmf0kekctf9oef5qc@group.calendar.google.com
